Is_New,ID*,key,URL*,rel_url,requirement,conformance,update_verb,actor,certifiers_only,Sub-Requirement(s),conditionality,Conditionality Details,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,context,Verb Guess,Actor Guess,Section #,Grouping,Priority,Test Plan,Questions,Notes,In Test,Column1
,303,CONF-0303,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,[The clinical status of the allergy] SHALL NOT be present if verification Status is “entered-in-error”,SHALL-NOT,,Server,,,FALSE,,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,SHALL,,3.6.3.2,,,,,,y,
,304,CONF-0304,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,Each AllergyIntolerance Must Have: a patient,DEPRECATED,,Server,,,FALSE,,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,,,,,,,,Deprecated because this is in the structured definition and unnecessary as a separate requirement.,y,
,305,CONF-0305,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,"Profile Specific Implementation Guidance:

No Known Allergies may be represented using the US Core-AllergyIntolerance profile",MAY,,Server,,"hl7.fhir.us.core_8.0.0@302,303",TRUE,"Requirements 302 & 303 are contraints on this requirement, if a system decides to use No Known Allergies, then 302 &303 apply",,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,306,CONF-0306,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,[When used No Known Allergies is documented the system Shall use an] appropriate negation code in AllergyIntolerence.code,SHALL,,Server,,,TRUE,When no known allergies is documented in a US Core allergy profile,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,n,
,307,CONF-0307,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,[When used No Known Allergies is documented the system Shall use an] verification status in AllergyIntolerance.verificationStatus,SHALL,,Server,,,TRUE,When no known allergies is documented in a US Core allergy profile,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,SHALL,,,,,,,,n,
,308,CONF-0308,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,"If a patient has not been asked about their allergies, this would be represented as:
AllergyIntolerance.code = “1631000175102” (Patient not asked (contextual qualifier) (qualifier value))
AllergyIntolerance.verificationStatus = “unconfirmed” or empty (in other words, then element omitted)",SHOULD,,Server,,,TRUE,If patient has not been asked about allergies then AllergyIntolerance.code = “1631000175102” & AllergyIntolerance.verificationStatus = “unconfirmed” ,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,,,,,,,,,,
,309,CONF-0309,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-allergyintolerance.html#mandatory-and-must-support-data-elements,"If a patient has been asked, but has indicated they have no known allergies, this would be represented as:
AllergyIntolerance.code = “716186003” (No known allergy (situation))
AllergyIntolerance.verificationStatus = “confirmed”",SHOULD,,Server,,,TRUE,If patient has not been asked about allergies then AllergyIntolerance.code = “716186003” & AllergyIntolerance.verificationStatus = “confirmed” ,,,,,StructureDefinition-us-core-allergyintolerance,mandatory-and-must-support-data-elements,Structuredefinition US Core Allergyintolerance: Mandatory And Must Support Data Elements,,,,,,,,,,
,310,CONF-0310,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,Considerations for systems aligning with [HL7 Consolidated (C-CDA)](http://www.hl7.org/implement/standards/product_brief.cfm?product_id=492) Care Plan requirements: US Core Goal SHOULD be present in CarePlan.goal,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careplan,mandatory-and-must-support-data-elements,Structuredefinition US Core Careplan: Mandatory And Must Support Data Elements,SHOULD,,,,,,,Interpreted the requirement as a US Core requirement because US Core want implementers to align with existing C-CDA requirement. ,,
,311,CONF-0311,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,Considerations for systems aligning with [HL7 Consolidated (C-CDA)] (http://www.hl7.org/implement/standards/product_brief.cfm?product_id=492) Care Plan requirements: ... US Core Condition SHOULD be present in CarePlan.addresses,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careplan,mandatory-and-must-support-data-elements,Structuredefinition US Core Careplan: Mandatory And Must Support Data Elements,SHOULD,,,,,,,Interpreted the requirement as a US Core requirement because US Core want implementers to align with existing C-CDA requirement. ,,
,312,CONF-0312,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careplan.html#mandatory-and-must-support-data-elements,Considerations for systems aligning with [HL7 Consolidated (C-CDA)] (http://www.hl7.org/implement/standards/product_brief.cfm?product_id=492) Care Plan requirements: Assessment and Plan MAY be included as narrative in CarePlan.text,MAY,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careplan,mandatory-and-must-support-data-elements,Structuredefinition US Core Careplan: Mandatory And Must Support Data Elements,MAY,,,,,,,Interpreted the requirement as a US Core requirement because US Core want implementers to align with existing C-CDA requirement. ,,
,313,CONF-0313,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,"Although both US Core Practitioner Profile and US Core PractitionerRole are Must Support, ... Server system[s conforming to the US Core CareTeam profile are] ... not required to support references to both, but SHALL support at least one of them",SHALL,,Server,,,TRUE,"When conforming to the US Core CareTeam profile, Servers Shall support either US Core Practitioner Profile and US Core PractitionerRole",,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,,y,
,314,CONF-0314,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,[C]lient application[s conforming to the US Core CareTeam profile] SHALL support [US Core Practitioner Profile],SHALL,,Client,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,,,,,,,,,
,315,CONF-0315,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,[C]lient application[s conforming to the US Core CareTeam profile] SHALL support [US Core PractitionerRole Profile],SHALL,,Client,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,,,,,,,,,
,316,CONF-0316,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,[C]lient application[s conforming to the US Core CareTeam profile] SHALL support [US Core RelatedPerson Profile],SHALL,,Client,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,,,,,,,,,
,317,CONF-0317,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,"[When conforming to the US Core CareTeam profile] Because the US Core PractitionerRole Profile supplies the provider’s location and contact information and a reference to the Practitioner, Server systems [conforming to the US Core CareTeam profile] SHOULD reference it instead of the US Core Practitioner Profile [when conforming to the US Core CareTeam profile] .",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHOULD,Server,,,,,,"This requirement could apply to all of US Core or just CareTeam. Since it is listed in careteam, using the narrow interpretation.",,
,318,CONF-0318,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,Servers [conforming to the US Core CareTeam profile] that support only US Core Practitioner Profile and do not support the US Core PractitionerRole Profile SHALL provide implementation-specific guidance on how to access a provider’s location ... information using only the Practitioner resource.,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,,n,
,319,CONF-0319,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-careteam.html#mandatory-and-must-support-data-elements,Servers [conforming to the US Core CareTeam profile] that support only US Core Practitioner Profile and do not support the US Core PractitionerRole Profile SHALL provide implementation-specific guidance on how to access a provider’s ... contact information using only the Practitioner resource.,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-careteam,mandatory-and-must-support-data-elements,Structuredefinition US Core Careteam: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,,n,
,320,CONF-0320,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements,"For Problems and Health Concerns [records, systems SHOULD] use the [US Core Condition Problems and Health Concerns Profile](https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html).",SHOULD,,Server,,,TRUE,When representing problems and health concern data,,,,,StructureDefinition-us-core-condition-encounter-diagnosis,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Encounter Diagnosis: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,321,CONF-0321,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",[Newly created Encounter Diagnosis records SHALL have a] Condition.code … [from the] [“current”](https://hl7.org/fhir/R5/terminologies.html#binding) … [value set] binding.,SHALL,,Server,,,TRUE,When the record is newly entered,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,322,CONF-0322,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",[Historical Encounter Diagnosis records MAY have a] Condition.code … [from the] base “preferred” … [value set] binding.,MAY,,Server,,,TRUE,When the record is historical,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,323,CONF-0323,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","USCDI’s applicable vocabulary standards for Encounter Diagnosis are SNOMED CT and ICD-10-CM. The US Core Condition Codes only supports ICD-9-CM for historical purposes. When using ICD codes, only non-header ICD-10-CM codes SHOULD be used as the primary code for current encounter diagnoses.",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHOULD,,,,,,,"Change in v8.0.0: 

The US Core Condition Codes only supports ICD-9-CM for historical purposes. ICD-10-CM is available and SHOULD be used as the primary code for current encounter diagnoses.

->

The US Core Condition Codes only supports ICD-9-CM for historical purposes. When using ICD codes, only non-header ICD-10-CM codes SHOULD be used as the primary code for current encounter diagnoses.",,
,324,CONF-0324,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements,[A US Core Condition Encounter Diagnosis] encounter SHOULD always be referenced in Condition.encounter.,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-condition-encounter-diagnosis,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Encounter Diagnosis: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,325,CONF-0325,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",A [US Core Condition Encounter Diagnosis] Server SHALL support Condition.recordedDate,DEPRECATED,,Server,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,Removed in v8.0.0,,
,326,CONF-0326,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",A Server SHALL support at least one of [assertedDate Extension](http://hl7.org/fhir/R4/extension-condition-asserteddate.html) and Condition.onsetDateTime.,DEPRECATED,,Server,,,TRUE,"Must Support either assertedDate extension or Condition.onsetDateTime Both are marked as must support, but only one needs to be supported by Servers",,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,Server,,,,,,Removed in v8.0.0,,
,327,CONF-0327,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",The Client application[s supporting US Core Condition profiles] SHALL support [[assertedDate Extension](http://hl7.org/fhir/R4/extension-condition-asserteddate.html),DEPRECATED,,Client,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,Removed in v8.0.0,,
,328,CONF-0328,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",The Client application[s supporting US Core Condition profiles] SHALL support Condition.onsetDateTime,DEPRECATED,,Client,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,Removed in v8.0.0,,
,329,CONF-0329,"https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements","StructureDefinition-us-core-condition-encounter-diagnosis.html#mandatory-and-must-support-data-elements, StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements",The Client application[s supporting US Core Condition profiles] SHALL support Condition.recordedDate,DEPRECATED,,Client,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHALL,Client,,,,,,Removed in v8.0.0,,
,330,CONF-0330,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,"For Encounter Diagnosis [records, systems SHOULD] use the [US Core Condition Encounter Diagnosis Profile](https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-encounter-diagnosis.html).",SHOULD,,Server,,,TRUE,When representing encounter diagnosis data,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,331,CONF-0331,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,"If the category is ""problem-list-item"", Condition.clinicalStatus SHOULD be present.",SHOULD,,Server,,,TRUE,"If condition.category has a category of problem-list-item, then condition.clinicalStatus should be present",,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHOULD,,,,,,,"Change in v8.0.0:

If Condition.category contains a Problem List item category (problem-list-item), Condition.clinicalStatus SHOULD be present.

->

    If the category is ""problem-list-item"", Condition.clinicalStatus SHOULD be present.",,
,332,CONF-0332,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,Updates to .meta.lastUpdated SHOULD reflect: New problems and health concerns ,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHOULD,,,,,,,"Removed in v8.0.0:

[This will change to a SHALL requirement in US Core v8.0.0]",,
,333,CONF-0333,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-condition-problems-health-concerns.html#mandatory-and-must-support-data-elements,"Updates to .meta.lastUpdated SHOULD reflect:
Changes in the clinical status or verifications status of problems or health concerns [This will change to a SHALL requirement in US Core v8.0.0]",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-condition-problems-health-concerns,mandatory-and-must-support-data-elements,Structuredefinition US Core Condition Problems Health Concerns: Mandatory And Must Support Data Elements,SHOULD,,,,,,,"Removed in v8.0.0:

[This will change to a SHALL requirement in US Core v8.0.0]",,
,334,CONF-0334,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,A coverage.type of “81” (Self-pay) MAY be used to imply that the patient has no coverage or that an individual or organization other than an insurer is taking responsibility for payment for a portion of the health care costs.,MAY,,Server,,,FALSE,,,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,MAY,,,,,,,,,
,335,CONF-0335,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,Implementers should refer to the [PHDSC Payer Type Committee User’s Guide](https://www.nahdo.org/sites/default/files/2020-12/SourceofPaymentTypologyUsersGuideVersion9.2December2020.pdf) for the Source of Payment Typology when selecting codes.,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,336,CONF-0336,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,"To differentiate Medicare Parts A, B, C, and D systems can use the following codes [when sending Coverage.type]: [For] Part A and B [use] 121 (Medicare Fee For Service)",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,,,,,,,,,,
,337,CONF-0337,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,"To differentiate Medicare Parts A, B, C, and D systems can use the following codes: [For] Part C (Medicare Advantage Plan) [use] 111 (Medicare HMO), 112 (Medicare PPO), 113 (Medicare POS)",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,,,,,,,,,,
,338,CONF-0338,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,"To differentiate Medicare Parts A, B, C, and D systems can use the following codes: [For] Part D [use] 122 (Medicare Drug Benefit)",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,,,,,,,,,,
,339,CONF-0339,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-coverage.html#mandatory-and-must-support-data-elements,"If Insurers issue unique member IDs for dependents, then the memberId Coverage.identifier should be used [with the unique dependent ID] instead of Coverage.dependent to uniquely refer to the dependent with respect to their insurance.",SHOULD,,Server,,,TRUE,"If dependents have unique insurance IDs (as opposed to using their guardian's insurance id), then use coverage.indentifier with the dependent ID",,,,,StructureDefinition-us-core-coverage,mandatory-and-must-support-data-elements,Structuredefinition US Core Coverage: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,340,CONF-0340,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,"For non-implantable devices (for example, software or crutches), use the base FHIR Device resource or other use case-specific Device profiles.",SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,,,,,,,,,,
,341,CONF-0341,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,Implementers are encouraged to use the FDA Global UDI Database (GUDID) and associated APIs to parse and validate the [unique device ID] UDI,SHOULD,,Server,,,FALSE,,,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,,,,,,,,,,
,342,CONF-0342,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,Implantable medical devices with UDI information SHALL represent the UDI code in Device.udiCarrier.carrierHRF,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,343,CONF-0343,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,UDI-PI elements present [in Device.udiCarrier.carrierHRF] SHALL be represented in the corresponding US Core Implantable Device Profile elements,SHALL,,Server,,,FALSE,,,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,SHALL,,,,,,,,y,
,344,CONF-0344,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,"If UDI is not present and the manufacturer … is available, … [it] SHOULD be included to support historical reports of implantable medical devices [where] manufacturer [is sent in] Device.manufacturer",SHOULD,,Server,,,TRUE,"IF UDI is not present and manufacturer is available, then send in device.manufacturer",,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
,345,CONF-0345,https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,StructureDefinition-us-core-implantable-device.html#mandatory-and-must-support-data-elements,"If UDI is not present and the ... model number information is available, … [it] SHOULD be included to support historical reports of implantable medical devices [where] model [is sent in] Device.model",SHOULD,,Server,,,TRUE,"IF UDI is not present and model is available, then send in device.model",,,,,StructureDefinition-us-core-implantable-device,mandatory-and-must-support-data-elements,Structuredefinition US Core Implantable Device: Mandatory And Must Support Data Elements,SHOULD,,,,,,,,,
